X,Y,OBJECTID,ID,EXTERNO,DIRECCION,LOCALIDAD,EQUIPO,NUMEROINTERSECCIONES_POREQUIPO,UBICACIONEQUIPO,FECHAINSTALACION,OPERACIONACTUAL,FUNCIONAMIENTO,IMPLEMENTACION,TIPOINTERSECCION,GRUPOSENALES,TOTALGRUPOSENALES,NUMEROFASES,GRUPOSVEHICULARES,GRUPOS_BRT,GRUPOSPEATONALES,GRUPOSSONOROS,GRUPOSCICLISTAS,CANTIDADCONTADORES,FUNCIONDETECTORES,ZONAAUTOMATICA
-74.06884125,4.7180444,385,341,1422,AK 58 X CL 129,SUBA,ACTROS,SENCILLA,SI,1997/11/06 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,5,"1,2,3,4,5,6,63,92",N/A,"21,22,23,24",N/A,NO,0,"Brechas, Fases por demanda, Fases por demanda peatonal",1125
-74.06783627,4.73171813599998,386,1518,1468,AK 72 X CL 145,SUBA,C900,SENCILLA,SI,2016/12/13 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,2,"1,2,2A,94",N/A,"21,22,294","721, 722, 7294",NO,0,"Conteo, Activación de sonoro",1102
-74.0668033,4.677008677,387,299,1469,AK 50 X CL 86A,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,2006/05/03 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,2,"1A,2A,4","1B,2B","21,22,24,54",N/A,NO,0,"Conteo, Brechas, Cola",1105
-74.07207008,4.69949787899998,388,412,1470,KR 70C X AC 116,SUBA,ACTROS,SENCILLA,SI,2007/12/21 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",14,14,2,"3,4,4A,8",N/A,"23,34,38,394","723, 724, 738, 794","43,44",0,"Conteo, Brechas, Activación de sonoro, Fases por demanda peatonal sonoro",1110
-74.04629291,4.72335008099998,389,70,1471,AK 19 X CL 140,USAQUEN,ACTROS,SENCILLA,SI,1988/02/11 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",18,18,3,"1,2,3,4",N/A,"21,22,23,24,31,32","721, 722, 723, 724, 731",41.42,0,"Conteo, Brechas, Activación de sonoro",1201
-74.04941041,4.70180528200001,390,96,1472,AK 19 X CL 122,USAQUEN,ACTROS,SENCILLA,SI,1988/02/11 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,2,"1,2,3,4",N/A,"21,22,23,24,31,32",N/A,41.42,0,"Conteo, Brechas, Cola - Siguiente Intersección",1211
-74.06586767,4.67859239199998,391,281,1473,AK 50 X CL 87,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1988/04/28 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"1A,2A,5","1B,2B","22,31,35",N/A,NO,0,"Conteo, Cola - Siguiente Intersección",1105
-74.06422473,4.68122286400001,392,255,1474,AK 50 X CL 93,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1988/02/11 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,3,"1A,2A,3,4","1B,2B","22,23,24,31","722, 723, 731",NO,0,"Conteo, Brechas, Cola - Siguiente Intersección, Activación de sonoro",1105
-74.09327361,4.69761365800002,393,624,1475,KR 76 X AC 80,ENGATIVA,C900,SENCILLA,SI,1988/04/28 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"1,3A,4A,94A","3B,4B","21,23A,23B,32,34A,34B",N/A,NO,0,"Conteo, Brechas",1135
-74.06083013,4.66672737699997,394,202,1476,AK 20 X CL 80BIS,BARRIOS UNIDOS,NO,DOBLE,NO,2006/12/14 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,9,3,1A,"1B,3B,91B",23,N/A,NO,0,"Conteo, Brechas, Fases por demanda",1914
-74.06156115,4.66681153799999,395,212,1476,KR 21 X AC 80,BARRIOS UNIDOS,C900,DOBLE,SI,2006/12/14 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,EXCLUSIVA VEHICULAR,4,9,3,4A,"4B,7B,191B",N/A,N/A,NO,0,"Conteo, Brechas, Fases por demanda, Cola - Siguiente Intersección",1914
-74.06102381,4.66580014599998,396,205,1477,AK 20 X AC 80,BARRIOS UNIDOS,C900,SENCILLA,SI,2006/02/10 00:00:00+00,PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,2,"1A,2A,3A","1B,2B","21A,22A,23A,32B,33A",N/A,NO,0,"Conteo, Brechas",1914
-74.06171624,4.664483249,397,217,1478,KR 20B X CL 76,BARRIOS UNIDOS,C900,DOBLE,SI,1993/09/30 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,13,3,"1,4",N/A,"21,24,31",N/A,NO,0,Cola - Siguiente Intersección,1913
-74.06251,4.66497600000002,398,1925,1478,KR 20C X CL 76,BARRIOS UNIDOS,NO,DOBLE,NO,2025/09/11 00:00:00+00,PMT,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",8,13,0,,,,,,0,,1913
-74.07510052,4.71055369200002,399,503,1479,KR 70G X AC 127,SUBA,ACTROS,SENCILLA,SI,2007/12/26 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,3,"3,4,103,104",N/A,"23,24",N/A,44.43,0,"Cola, Cola - Siguiente Intersección",1110
-74.06136379,4.68414451699999,400,209,1480,KR 49 X CL 95,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1998/05/14 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"21,22,23,24",N/A,NO,0,Cola - Siguiente Intersección,1105
-74.05977168,4.68386727699999,401,187,1481,KR 47 X CL 95,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1998/06/04 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"1,2,3,4",N/A,"21,22,23,24",N/A,NO,0,Cola - Siguiente Intersección,1105
-74.09844567,4.74166937699999,402,661,1482,AK 104 X CL 139,SUBA,C900,SENCILLA,SI,2002/06/23 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,4,"1,2,3,4,5",N/A,"21,22,23,24,31,32",N/A,43,0,"Brechas, Fases por demanda",1117
-74.09025493,4.741789332,403,598,1483,KR 98B X AC 145,SUBA,C900,SENCILLA,SI,2006/04/28 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,3,"1,3A,4A,8","3B,4B","21,23,34A,34B",N/A,"41,42",0,"Conteo, Brechas, Fases por demanda",1101
-74.10827601,4.74536591499998,404,718,1484,TV 127 X CL 139,SUBA,ACTROS,SENCILLA,SI,2006/11/30 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,4,"1,2,4",N/A,"21,22,34",N/A,NO,0,N/A,1132
-74.07494408,4.72177274199998,405,484,1485,TV 76 X AV BOYACÁ (CONECTANTE E-S),SUBA,C900,SENCILLA,SI,2006/04/28 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,EXCLUSIVA PEATONAL,3,3,2,1,N/A,21,721,NO,0,Activación de sonoro,1120
-74.07114131,4.72607402400001,406,393,1486,AK 72 X AC 134,SUBA,C900,SENCILLA,SI,2000/07/21 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,3,"1,2,4,5,92,94",N/A,"21,24,32,294","721, 724, 732, 7294",NO,0,"Conteo, Brechas, Cola, Fases por demanda, Cola - Siguiente Intersección, Activación de sonoro",1102
-74.07048432,4.71142046300002,407,377,1487,AK 58 X AC 127,SUBA,ACTROS,SENCILLA,SI,1992/07/28 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,3,"1,4,94",N/A,"21,291,294",N/A,"43,44",0,"Conteo, Brechas",1110
-74.06438857,4.70906141,408,258,1488,AK 55 X AC 127,SUBA,C900,SENCILLA,SI,1988/12/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",19,19,3,"1,2,3,4,12,92,93",N/A,"22,24,31,33,292,293",N/A,"41,42,43,44,413,414",12,Cola - Siguiente Intersección,1127
-74.07247772,4.71279092100002,409,428,1489,TV 60 X CL 127D,SUBA,ACTROS,SENCILLA,SI,1988/11/09 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,EXCLUSIVA PEATONAL,10,10,4,"1A,2A","1B,2B","21,22,32 (Exc)","721, 722, 732",NO,0,Activación de sonoro,1110
-74.07032073,4.71311305799998,410,376,1490,AK 58 X CL 127D,SUBA,ACTROS,SENCILLA,SI,1988/09/11 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,2,"1,2,3,93",N/A,"22,23,31,293","722, 723, 731, 7293",NO,6,Activación de sonoro,1110
-74.06617065,4.72413304700001,411,288,1423,AK 58 X AC 134,SUBA,ACTROS,SENCILLA,SI,2000/07/18 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,2,"1,2,3,4,13,14,91,94",N/A,"21,23,24,32,291,294",N/A,NO,0,N/A,1125
-74.05942529,4.70023042000003,412,184,1424,KR 50 X AC 116,SUBA,C900,SENCILLA,SI,1986/11/12 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",15,15,3,"1,2,3,4,4A",N/A,"21,22,23,24,33,34","721, 722","43, 44",0,Fases por demanda peatonal sonoro,1128
-74.06222907,4.70069479400001,413,223,1425,KR 53 X AC 116,SUBA,C900,SENCILLA,SI,1998/03/20 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",14,14,3,"3,4,4A,6,8,92",N/A,"22,23,24,33,34,38",N/A,"43, 44",0,N/A,1128
-74.05839316,4.719953406,414,1282,1426,KR 53 X AC 134,SUBA,C900,SENCILLA,SI,2012/12/18 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,2,"3,4,92",N/A,"22,23",N/A,NO,0,N/A,1126
-74.05885695,4.703603042,415,179,1427,KR 50 X CL 122,SUBA,C900,SENCILLA,SI,2006/10/04 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"21,22,23,24 (Reg)",N/A,NO,8,N/A,1128
-74.06741,4.70169965000002,416,314,1428,AK 55 X AC 116,SUBA,C900,SENCILLA,SI,1997/10/31 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,3,"1,2,4,4A,5",N/A,"22,24,31,33","722,724,731,733",NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",1110
-74.08032094,4.68053332400001,417,537,1434,KR 66 X CL 79,BARRIOS UNIDOS,NO,DOBLE,NO,2006/11/29 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,10,3,"1,4,12",N/A,"21,24",N/A,NO,0,N/A,1315
-74.0805564,4.68022433300001,418,540,1434,KR 66 X CL 78,BARRIOS UNIDOS,C900,DOBLE,SI,2006/11/29 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,10,3,"2,3,11",N/A,"22,23",N/A,NO,0,N/A,1315
-74.03414726,4.69078555700003,419,19,1438,AK 7 X CL 112,USAQUEN,ACTROS,SENCILLA,SI,1989/06/04 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,4,5",N/A,"21,24,32",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Cola - Siguiente Intersección, Fases por demanda peatonal",1204
-74.08715104,4.73067065800001,420,581,1519,AK 91 X AC 132,SUBA,C900,SENCILLA,SI,2006/09/28 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,3,"1,2",N/A,"21,22,36",N/A,NO,0,N/A,1119
-74.09285529,4.71713806700001,421,623,1520,KR 91 X TV 86,SUBA,C900,SENCILLA,SI,2005/03/12 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",16,16,5,"1,2,3,4,93,94",N/A,"21,22,23,24,33,34,293","723, 734, 7293",NO,0,"Brechas, Activación de sonoro",1138
-74.08538616,4.73537477000002,422,567,1521,KR 91 X CL 137,SUBA,C900,SENCILLA,SI,2006/05/19 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,4,"1,2,3,4",N/A,"21,22,23,24","721, 722, 724",NO,0,Activación de sonoro,1131
-74.09793245,4.706660602,423,654,1522,AK 86 X DG 85,ENGATIVA,C900,SENCILLA,SI,2000/07/07 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,EXCLUSIVA PEATONAL,3,3,2,"1,2",N/A,21,N/A,NO,2,N/A,1111
-74.09754526,4.73511311200002,424,1543,1523,KR 102A X AC 132,SUBA,C900,SENCILLA,SI,2018/01/18 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",19,19,4,"1,2,3,93,4,94,61",N/A,"21,22,23,24,33,34","721, 722, 723, 724, 733, 734",NO,0,Activación de sonoro,1117
-74.09435858,4.73430830400002,425,1635,1524,KR 99 X AC 132,SUBA,C900,SENCILLA,SI,2019/08/01 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,EXCLUSIVA PEATONAL,6,6,2,"3,4",N/A,"23,24",724,NO,0,Fases por demanda peatonal sonoro,1117
-74.055691,4.72491779000001,426,154,1525,KR 52 X AC 138,SUBA,C900,SENCILLA,SI,2000/05/12 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,3,4,61",N/A,"21,24,33",N/A,NO,0,Brechas,1126
-74.05896778,4.72609900600003,427,1373,1526,KR 54D X AC 138,SUBA,C900,SENCILLA,SI,2016/03/07 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"21,22,23,34",N/A,NO,0,N/A,1126
-74.0923426,4.73335030999999,428,1636,1534,KR 96A X AC 132,SUBA,C900,SENCILLA,SI,2019/08/15 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"3,4,103,104",N/A,"33,34",734,NO,0,"Brechas, Fases por demanda, Fases por demanda peatonal sonoro",1117
-74.10593188,4.70979305100002,429,710,1535,TV 94L X CL 82,ENGATIVA,ACTROS,SENCILLA,SI,2000/09/19 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,3",N/A,"21,23",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Fases por demanda peatonal",1136
-74.10447371,4.71075969200001,430,1322,1536,TV 94L X CL 83,ENGATIVA,ACTROS,SENCILLA,SI,2013/11/14 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,3,"1,91,93",N/A,"21,293",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Fases por demanda peatonal",1136
-74.10365961,4.69955697400002,431,697,1540,AK 86 X CL 75,ENGATIVA,ACTROS,DOBLE,SI,2000/05/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,13,3,"1,4,12,93",N/A,"21,24,293",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Fases por demanda peatonal",2305
-74.10391645,4.699180308,432,699,1540,AK 86 X DG 74B,ENGATIVA,NO,DOBLE,NO,2000/05/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,13,2,"2,3,11",N/A,"22,23,33",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección, Fases por demanda peatonal",2305
-74.10632207,4.700749578,433,1445,1541,KR 89A X CL 75,ENGATIVA,C900,SENCILLA,SI,2015/12/10 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"1,2,3,4",N/A,"21,22,24","721, 722, 724",NO,0,"Brechas, Fases por demanda, Activación de sonoro",1313
-74.09215573,4.75429827800002,434,614,1545,AK 104 X AC 153,SUBA,C900,DOBLE,SI,2002/11/22 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",18,22,3,"2,3,4,11,91,92,93,94",N/A,"22,23,24,32,211,291,292,293,294,311",N/A,NO,0,N/A,1115
-74.09103995,4.75642268399997,435,1535,1545,AK 104 X CL 155A,SUBA,NO,DOBLE,NO,2017/04/25 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,EXCLUSIVA PEATONAL,4,22,2,"1,12",N/A,"21,212",N/A,NO,0,Brechas,1115
-74.08444744,4.74414431299999,436,1344,1546,KR 92 X CL 148,SUBA,ACTROS,SENCILLA,SI,2014/06/12 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,4,"1,2,3",N/A,"21,22,23",N/A,NO,0,"Brechas, Fases por demanda, Fases por demanda peatonal",1118
-74.09478481,4.71989483999999,437,633,1548,KR 93 X CL 127,SUBA,C900,SENCILLA,SI,2008/01/23 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"3, 4, 5, 91",N/A,"21,23,34",N/A,NO,0,"Brechas, Fases por demanda peatonal",1138
-74.09791717,4.72284397999999,438,658,1549,KR 95A X CL 127,SUBA,C900,SENCILLA,SI,2008/01/23 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"1,3,4",N/A,"21,23,34",N/A,NO,0,N/A,1117
-74.09906998,4.72514710500002,439,669,1550,KR 98 X CL 127,SUBA,C900,SENCILLA,SI,2008/01/23 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"1,3,4",N/A,"21,23,34",N/A,NO,0,N/A,1117
-74.10083758,4.72996440999998,440,676,1551,AK 104 X CL 129,SUBA,C900,SENCILLA,SI,2008/01/24 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,4,"1,2,3,5,92",N/A,"22,23,31,33",N/A,NO,0,"Brechas, Fases por demanda",1117
-74.0999342,4.735850169,441,671,1552,AK 104 X AC 132,SUBA,C900,SENCILLA,SI,2002/08/22 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,5,"1,2,3,4,5,6",N/A,"22,23,24,31",N/A,NO,0,"Brechas, Fases por demanda",1117
-74.09905492,4.71430099299999,442,662,1553,KR 94G X AC 90,ENGATIVA,ACTROS,SENCILLA,SI,2002/08/15 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"1,3,4",N/A,"21,23,34",N/A,NO,0,N/A,1111
-74.10040441,4.73271051099999,443,1122,1554,AK 104 X CL 130C,SUBA,C900,SENCILLA,SI,2008/12/18 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"1,2,2A,4,6,14",N/A,"21,22A,24,32,32A,214",N/A,NO,0,N/A,1117
-74.08641053,4.68526850000001,444,575,1555,KR 69H X CL 75,ENGATIVA,NO,DOBLE,NO,2000/09/14 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"2,13",N/A,"22,213",N/A,NO,0,N/A,1309
-74.08692397,4.68592019900001,445,579,1555,KR 69K X CL 75,ENGATIVA,ACTROS,DOBLE,SI,2000/09/14 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"1,3",N/A,"21,23",N/A,NO,0,N/A,1309
-74.08550107,4.685995924,446,568,1556,KR 69H X CL 77,ENGATIVA,NO,DOBLE,NO,2004/07/17 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"2,4",N/A,"22,24",N/A,NO,0,N/A,1309
-74.0860099,4.68664303499997,447,573,1556,KR 69K X CL 77,ENGATIVA,ACTROS,DOBLE,SI,2004/07/17 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"1,14",N/A,"21,214",N/A,NO,0,N/A,1309
-74.10141784,4.73648667200001,448,1467,1557,KR 106 X CL 132,SUBA,C900,SENCILLA,SI,2016/12/20 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,4,"2,3,4",N/A,"22,23,24",N/A,NO,0,"Brechas, Fases por demanda",1117
-74.11263225,4.72230238999998,449,1506,1561,KR 111A X DG 86,ENGATIVA,C900,SENCILLA,SI,2018/06/14 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",21,21,4,"1,2,3,4,93,94",N/A,"21,22,23,24,33,34,293,294","721, 722, 723, 734, 7293, 7294",44,0,"Brechas, Activación de sonoro",1114
-74.12555405,4.712846818,450,1504,1563,KR 110G X CL 72F,ENGATIVA,ACTROS,SENCILLA,SI,2018/01/24 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",16,16,4,"1,2,6,7,91,93",N/A,"21,22,23,31,32","721, 722, 723, 731, 732",NO,0,Activación de sonoro,1313
-74.11715804,4.70437036499999,451,760,1564,KR 101 X AC 72,ENGATIVA,ACTROS,SENCILLA,SI,2006/09/20 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"21,22,24,33",N/A,NO,0,Brechas,1313
-74.12183704,4.70826822100003,452,777,1565,TV 106 X AC 72,ENGATIVA,ACTROS,DOBLE,SI,2000/09/25 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,18,4,"4,5,7,13,91,94",N/A,"21,24,294,313",N/A,NO,0,N/A,1313
-74.12222807,4.70856394100002,453,782,1565,KR 106A X AC 72,ENGATIVA,NO,DOBLE,NO,2000/09/25 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,18,4,"3,6,8,14,92",N/A,"22,23,314",N/A,NO,0,N/A,1313
-74.12657492,4.71180957399997,454,1166,1566,KR 110G X AC 72,ENGATIVA,ACTROS,SENCILLA,SI,2009/11/06 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"1,2,3,4",N/A,"21,24,32,33",N/A,NO,0,"Brechas, Fases por demanda",1313
-74.06968161,4.716123176,455,361,1491,AK 58 X CL 128B,SUBA,ACTROS,SENCILLA,SI,1988/12/21 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,4,"1,2,3,4,6",N/A,"21,23,24,32",N/A,NO,0,"Brechas, Fases por demanda, Cola - Siguiente Intersección",1125
-74.05039769,4.75245937599999,456,105,1492,KR 49B X CL 170,SUBA,C900,DOBLE,SI,2003/11/14 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,EXCLUSIVA PEATONAL,6,17,4,"4,13",N/A,"24,213 (Exc)","724, 7213",NO,0,Activación de sonoro,1123
-74.05457838,4.753311145,457,127,1492,KR 55 X CL 170,SUBA,NO,DOBLE,NO,2003/11/14 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",11,17,4,"3,14,91,103",N/A,"23,214,291","723, 7214",43.44,0,Activación de sonoro,1123
-74.06865382,4.72971802699999,458,346,1493,AK 72 X AC 138,SUBA,C900,SENCILLA,SI,2000/07/10 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",19,19,5,"1,2,2A,3,4,6,91,92,92A,93",N/A,"21,22,23,24,31,32,291,293,294",N/A,NO,0,"Conteo, Brechas",1102
-74.06489994,4.74697662400001,459,266,1494,AK 72 X CL 163,SUBA,C900,SENCILLA,SI,2008/01/23 00:00:00+00,NORMAL,CA-TF,DEFINITIVA,EXCLUSIVA PEATONAL,7,7,2,"1,2,2A",N/A,"21,22 (Exc)",722,NO,0,"Cola - Siguiente Intersección, Activación de sonoro",1103
-74.0650815,4.750747187,460,268,1495,AK 72 X CL 167,SUBA,C900,SENCILLA,SI,2001/10/10 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",15,15,4,"1,2,2A,3,4,6,6A,91,92,92A",N/A,"21,23,24,32,291",N/A,NO,0,"Conteo, Brechas",1103
-74.0656587,4.75543232199999,461,277,1496,AK 72 X CL 169B,SUBA,C900,SENCILLA,SI,2001/10/10 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",15,15,4,"1,2,2A,3,4,6,6A,91,92A",N/A,"21,23,24,32,33,291",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1103
-74.06579528,4.76042663099997,462,278,1497,AK 72 X CL 170,SUBA,C900,SENCILLA,SI,2000/12/20 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",24,24,4,"1,1A,2,2A,3,4,5,6,8,92",N/A,"21,22,23,24,31,32,33,34",721723732734 Desconectados,"43,44",0,"Conteo, Brechas, Cola, Fases por demanda",1103
-74.10354268,4.704187015,463,694,1498,KR 89A X AC 80,ENGATIVA,C900,SENCILLA,SI,1993/09/29 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,2,"1,3A,4A","3B,4B","21,23A,23B,34A,34B",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",1136
-74.10790032,4.70621847500001,464,717,1499,TV 94 X AC 80,ENGATIVA,C900,SENCILLA,SI,1992/07/13 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,4,"2,2A,3A,4A,94","3B,4B","22,24A,24B,32,33A,33B,294",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Cola - Siguiente Intersección",1136
-74.10945475,4.70730682599998,465,724,1500,TV 94L X AC 80,ENGATIVA,C900,SENCILLA,SI,1989/11/02 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",19,19,2,"1,3A,4A,91,93A","3B,4B","21,23A,23B,31,34A,34B,291,293A",N/A,"41, 42,411,412",0,"Conteo, Brechas",1136
-74.10288128,4.71182721000002,466,689,1501,TV 94L X CL 86,ENGATIVA,ACTROS,SENCILLA,SI,1995/10/17 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,4,"1,4,93",N/A,"21,24,31,293",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1136
